study id,publication,pubyear,location,Latitude,Longitude,microbial name,microbial type,inoculant type,experimental type,inoculum in tr,inoculum in ck,inoculum,inoculation amount,inoculation amount,soil weight,fiNAl inoculation amount,log10,unit,inoculant quantity ,inoculation location,soil use type,soil origin,soil type,sandy or not sandy,extraction part,soil ph,log10ph,soil tc,log10tc,soil soc,log10soc,tn,log10tn,tp,log10tp,organic p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application background,stress,specific background,rate,fertilizer,fertilizer type,supply rate,NAtive,plant,plant latin,plant type,experimental duration,experimental.periods,variable,methods,unit,xc,sc,nc,xe,se,ne,ph,xc,xe,RRpH,yield,xc,xe,RRyield,plant biomass,xc,xe,RRbiomass,leaf biomass,xc,xe,RRleaf_biomass,shoot biomass,xc,xe,RRshoot_biomass,root biomass,xc,xe,RRroot_biomass,plant_p_leaf,xc,xe,RR_pleaf,plant_p_grain,xc,xe,RR_pgrain,plant_p_shoot,xc,xe,RR_pshoot,plant_p_root,xc,xe,RR_proot,plant_p,xc,xe,RR_pplant
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,tp,acid digestion,g/kg,17.400000 ,0.710000 ,4.000000 ,22.700000 ,1.810000 ,4.000000 ,ph,8.750000 ,8.470000 ,(0.032523),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic substrate,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,tp,acid digestion,g/kg,22.100000 ,0.780000 ,4.000000 ,26.800000 ,0.890000 ,4.000000 ,ph,8.420000 ,8.340000 ,(0.009547),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26.000000 ,"garcia, c.(2000)",2000.000000 ,murcia,37.986110 ,−1.13028,"pisolithus arhizus (pers. i.) rauschert (= p. tinctorius
(pers.) coker and couch)",ecm,fungi,field,fungal medium,none,fungal medium yes,NA,NA,field,NA,NA,NA,no,soils,forest,forest,haplocalcid,unknow,bulk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic substrate,NA,unknow,pinus halepensis miller,pinus halepensis miller,tree,1095.000000 ,Long-term,tp,acid digestion,g/kg,22.100000 ,0.780000 ,4.000000 ,25.300000 ,0.220000 ,4.000000 ,ph,8.420000 ,8.450000 ,0.003557 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,rhizosphere,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,stylo,stylosanthes guianensis,herbaceous plants,70.000000 ,Short-term,tp,unknow,g/kg,0.163174 ,0.005020 ,5.000000 ,0.163174 ,0.011715 ,5.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,bulk,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,stylo,stylosanthes guianensis,herbaceous plants,70.000000 ,Short-term,tp,unknow,g/kg,0.165419 ,0.008370 ,5.000000 ,0.160928 ,0.005022 ,5.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,rhizosphere,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,bahiagrass,paspalum notatum,herbaceous plants,70.000000 ,Short-term,tp,unknow,g/kg,0.167417 ,0.008394 ,5.000000 ,0.170420 ,0.015109 ,5.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37.000000 ,"qin, yongqiang(2022)",2022.000000 ,"23◦9′30′′ n, 113◦21′37′′e",23.158333 ,113.360278 ,rhizophagus irregularis daom 197198,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),none,amf inoculum yes,NA,NA,0.900000 ,NA,NA,NA,no,soils,plantation,plantation,NA,unknow,bulk,4.430000 ,0.646404 ,NA,NA,19.141531 ,1.281977 ,1.660000 ,0.220108 ,0.460000 ,(0.337242),NA,NA,NA,NA,NA,NA,NA,NA,98.300000 ,1.992554 ,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,bahiagrass,paspalum notatum,herbaceous plants,70.000000 ,Short-term,tp,unknow,g/kg,0.174925 ,0.010071 ,5.000000 ,0.171171 ,0.008394 ,5.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.000000 ,"duan, chengjiao(2019)",2019.000000 ,"yangling, shannxi province, chiNA",34.272000 ,108.081900 ,sinorhizobium meliloti ccnwsx0020,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,1.000000 ,NA,NA,NA,no,roots,NA,other,NA,unknow,bulk,8.490000 ,0.928908 ,NA,NA,7.656613 ,0.884037 ,0.200000 ,(0.698970),0.360000 ,(0.443697),NA,NA,NA,NA,NA,NA,27.500000 ,1.439333 ,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,alfalfa,medicago sativa l.,herbaceous plants,31.000000 ,Short-term,tp,acid digestion,g/kg,0.803419 ,0.025641 ,3.000000 ,0.867521 ,0.025641 ,3.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427273 ,0.462121 ,0.078404 ,NA,0.413560 ,0.488161 ,0.165843 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.739264 ,1.858896 ,0.066521 ,NA,2.241379 ,2.224138 ,(0.007722),NA,NA,NA,NA
44.000000 ,"duan, chengjiao(2019)",2019.000000 ,"yangling, shannxi
province, chiNA",34.272000 ,108.081900 ,sinorhizobium meliloti ccnwsx0020,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,1.000000 ,NA,NA,NA,no,roots,NA,other,NA,unknow,bulk,8.490000 ,0.928908 ,NA,NA,7.656613 ,0.884037 ,0.200000 ,(0.698970),0.360000 ,(0.443697),NA,NA,NA,NA,NA,NA,27.500000 ,1.439333 ,NA,NA,unsterilization,NA,stress,heavy metal,NA,no fertilizer,NA,NA,unknow,alfalfa,medicago sativa l.,herbaceous plants,31.000000 ,Short-term,tp,acid digestion,g/kg,0.876068 ,0.017094 ,3.000000 ,0.833333 ,0.021368 ,3.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177273 ,0.196970 ,0.105361 ,NA,0.308393 ,0.376933 ,0.200693 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.417178 ,0.708589 ,(0.693147),NA,0.965517 ,0.844828 ,(0.133531),NA,NA,NA,NA
44.000000 ,"duan, chengjiao(2019)",2019.000000 ,"yangling, shannxi
province, chiNA",34.272000 ,108.081900 ,sinorhizobium meliloti ccnwsx0020,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,1.000000 ,NA,NA,NA,no,roots,NA,other,NA,unknow,bulk,8.490000 ,0.928908 ,NA,NA,7.656613 ,0.884037 ,0.200000 ,(0.698970),0.360000 ,(0.443697),NA,NA,NA,NA,NA,NA,27.500000 ,1.439333 ,NA,NA,unsterilization,NA,stress,heavy metal,NA,no fertilizer,NA,NA,unknow,alfalfa,medicago sativa l.,herbaceous plants,31.000000 ,Short-term,tp,acid digestion,g/kg,0.794872 ,0.064102 ,3.000000 ,0.833333 ,0.012821 ,3.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051515 ,0.095455 ,0.616773 ,NA,0.227469 ,0.271767 ,0.177931 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855828 ,1.076687 ,0.229574 ,NA,0.517241 ,0.603448 ,0.154151 ,NA,NA,NA,NA
57.000000 ,"ye, shaoping(2015)",2015.000000 ,"23	5029.400n, 113	1704600e",23.091500 ,113.296111 ,gloms mosseae,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,"148 spores/10ml,30ml/pot",NA,1.000000 ,444.000000 ,2.647383 ,spores/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,7.100000 ,0.851258 ,NA,NA,10.846868 ,1.035304 ,1.890000 ,0.276462 ,0.830000 ,(0.080922),NA,NA,NA,NA,NA,NA,28.590000 ,1.456214 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,italian ryegrass,l. mutiflorum l. cv. tetragold,herbaceous plants,84.000000 ,Short-term,tp,acid digestion,g/kg,0.770000 ,0.017321 ,3.000000 ,0.830000 ,0.051962 ,3.000000 ,ph,7.600000 ,7.560000 ,(0.005277),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.390000 ,2.920000 ,0.200290 ,NA,3.040000 ,9.350000 ,1.123519 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57.000000 ,"ye, shaoping(2015)",2015.000000 ,"23	5029.400n, 113	1704600e",23.091500 ,113.296111 ,gloms versiforme,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,"9165 spores/10ml, 30ml/pot",NA,1.000000 ,27495.000000 ,4.439254 ,spores/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,7.100000 ,0.851258 ,NA,NA,10.846868 ,1.035304 ,1.890000 ,0.276462 ,0.830000 ,(0.080922),NA,NA,NA,NA,NA,NA,28.590000 ,1.456214 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,italian ryegrass,l. mutiflorum l. cv. tetragold,herbaceous plants,84.000000 ,Short-term,tp,acid digestion,g/kg,0.770000 ,0.017321 ,3.000000 ,0.790000 ,0.069282 ,3.000000 ,ph,7.600000 ,7.600000 ,0.000000 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.390000 ,3.110000 ,0.263329 ,NA,3.040000 ,10.960000 ,1.282395 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57.000000 ,"ye, shaoping(2015)",2015.000000 ,"23	5029.400n, 113	1704600e",23.091500 ,113.296111 ,"gloms mosseae, gloms versiforme",amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,"9313 spores/20ml, 30ml/pot",NA,1.000000 ,13969.500000 ,4.145181 ,spores/kg soil,yes,soils,NA,other,NA,unknow,rhizosphere,7.100000 ,0.851258 ,NA,NA,10.846868 ,1.035304 ,1.890000 ,0.276462 ,0.830000 ,(0.080922),NA,NA,NA,NA,NA,NA,28.590000 ,1.456214 ,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,unknow,italian ryegrass,l. mutiflorum l. cv. tetragold,herbaceous plants,84.000000 ,Short-term,tp,acid digestion,g/kg,0.770000 ,0.017321 ,3.000000 ,0.740000 ,0.069282 ,3.000000 ,ph,7.600000 ,7.530000 ,(0.009253),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.390000 ,4.250000 ,0.575626 ,NA,3.040000 ,3.610000 ,0.171850 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
